,customer_no,location
3261,434,fruit
3262,434,checkout
3263,435,fruit
3264,435,spices
3265,435,spices
3266,435,checkout
3267,436,fruit
3268,436,fruit
3269,436,dairy
3270,436,dairy
3271,436,spices
3272,436,dairy
3273,436,fruit
3274,436,fruit
3275,436,spices
3276,436,drinks
3277,436,drinks
3278,436,drinks
3279,436,drinks
3280,436,checkout
3281,437,spices
3282,437,checkout
3283,438,fruit
3284,438,checkout
3285,439,fruit
3286,439,checkout
3287,440,dairy
3288,440,dairy
3289,440,dairy
3290,440,dairy
3291,440,dairy
3292,440,dairy
3293,440,dairy
3294,440,dairy
3295,440,dairy
3296,440,dairy
3297,440,spices
3298,440,dairy
3299,440,dairy
3300,440,dairy
3301,440,dairy
3302,440,dairy
3303,440,dairy
3304,440,drinks
3305,440,checkout
3306,441,fruit
3307,441,fruit
3308,441,checkout
3309,442,drinks
3310,442,drinks
3311,442,drinks
3312,442,drinks
3313,442,drinks
3314,442,dairy
3315,442,dairy
3316,442,fruit
3317,442,drinks
3318,442,drinks
3319,442,dairy
3320,442,drinks
3321,442,checkout
3322,443,fruit
3323,443,fruit
3324,443,checkout
3325,444,fruit
3326,444,checkout
3327,445,fruit
3328,445,drinks
3329,445,spices
3330,445,dairy
3331,445,dairy
3332,445,dairy
3333,445,checkout
3334,446,dairy
3335,446,dairy
3336,446,dairy
3337,446,fruit
3338,446,fruit
3339,446,dairy
3340,446,checkout
3341,447,dairy
3342,447,dairy
3343,447,dairy
3344,447,drinks
3345,447,drinks
3346,447,fruit
3347,447,dairy
3348,447,dairy
3349,447,fruit
3350,447,fruit
3351,447,fruit
3352,447,checkout
3353,448,fruit
3354,448,checkout
3355,449,drinks
3356,449,fruit
3357,449,fruit
3358,449,fruit
3359,449,checkout
3360,450,spices
3361,450,spices
3362,450,spices
3363,450,checkout
3364,451,drinks
3365,451,checkout
3366,452,fruit
3367,452,checkout
3368,453,dairy
3369,453,dairy
3370,453,dairy
3371,453,dairy
3372,453,dairy
3373,453,fruit
3374,453,drinks
3375,453,drinks
3376,453,drinks
3377,453,drinks
3378,453,spices
3379,453,drinks
3380,453,fruit
3381,453,spices
3382,453,checkout
3383,454,fruit
3384,454,fruit
3385,454,fruit
3386,454,fruit
3387,454,fruit
3388,454,dairy
3389,454,dairy
3390,454,dairy
3391,454,dairy
3392,454,drinks
3393,454,checkout
3394,455,fruit
3395,455,fruit
3396,455,fruit
3397,455,drinks
3398,455,drinks
3399,455,drinks
3400,455,drinks
3401,455,drinks
3402,455,drinks
3403,455,drinks
3404,455,drinks
3405,455,drinks
3406,455,drinks
3407,455,drinks
3408,455,drinks
3409,455,spices
3410,455,spices
3411,455,dairy
3412,455,dairy
3413,455,dairy
3414,455,dairy
3415,455,dairy
3416,455,dairy
3417,455,drinks
3418,455,drinks
3419,455,drinks
3420,455,drinks
3421,455,spices
3422,455,spices
3423,455,dairy
3424,455,spices
3425,455,spices
3426,455,spices
3427,455,spices
3428,455,checkout
3429,456,dairy
3430,456,dairy
3431,456,dairy
3432,456,dairy
3433,456,dairy
3434,456,dairy
3435,456,dairy
3436,456,spices
3437,456,fruit
3438,456,fruit
3439,456,checkout
3440,457,dairy
3441,457,dairy
3442,457,checkout
3443,458,dairy
3444,458,checkout
3445,459,dairy
3446,459,dairy
3447,459,dairy
3448,459,dairy
3449,459,dairy
3450,459,dairy
3451,459,fruit
3452,459,checkout
3453,460,spices
3454,460,dairy
3455,460,fruit
3456,460,checkout
3457,461,dairy
3458,461,dairy
3459,461,dairy
3460,461,drinks
3461,461,drinks
3462,461,spices
3463,461,checkout
3464,462,spices
3465,462,spices
3466,462,spices
3467,462,fruit
3468,462,spices
3469,462,dairy
3470,462,dairy
3471,462,dairy
3472,462,drinks
3473,462,drinks
3474,462,drinks
3475,462,drinks
3476,462,drinks
3477,462,checkout
3478,463,dairy
3479,463,checkout
3480,464,fruit
3481,464,checkout
3482,465,dairy
3483,465,dairy
3484,465,checkout
3485,466,drinks
3486,466,drinks
3487,466,drinks
3488,466,checkout
3489,467,spices
3490,467,spices
3491,467,spices
3492,467,checkout
3493,468,fruit
3494,468,dairy
3495,468,dairy
3496,468,dairy
3497,468,dairy
3498,468,checkout
3499,469,drinks
3500,469,spices
3501,469,dairy
3502,469,spices
3503,469,spices
3504,469,fruit
3505,469,fruit
3506,469,fruit
3507,469,drinks
3508,469,drinks
3509,469,drinks
3510,469,drinks
3511,469,drinks
3512,469,drinks
3513,469,drinks
3514,469,drinks
3515,469,checkout
3516,470,fruit
3517,470,fruit
3518,470,fruit
3519,470,checkout
3520,471,fruit
3521,471,fruit
3522,471,checkout
3523,472,spices
3524,472,spices
3525,472,spices
3526,472,drinks
3527,472,drinks
3528,472,spices
3529,472,drinks
3530,472,fruit
3531,472,checkout
3532,473,fruit
3533,473,fruit
3534,473,fruit
3535,473,fruit
3536,473,fruit
3537,473,fruit
3538,473,checkout
3539,474,dairy
3540,474,dairy
3541,474,dairy
3542,474,dairy
3543,474,dairy
3544,474,dairy
3545,474,dairy
3546,474,dairy
3547,474,dairy
3548,474,dairy
3549,474,dairy
3550,474,dairy
3551,474,fruit
3552,474,checkout
3553,475,dairy
3554,475,dairy
3555,475,dairy
3556,475,dairy
3557,475,dairy
3558,475,dairy
3559,475,dairy
3560,475,dairy
3561,475,dairy
3562,475,checkout
3563,476,dairy
3564,476,dairy
3565,476,dairy
3566,476,drinks
3567,476,drinks
3568,476,spices
3569,476,spices
3570,476,dairy
3571,476,dairy
3572,476,spices
3573,476,dairy
3574,476,dairy
3575,476,dairy
3576,476,dairy
3577,476,dairy
3578,476,fruit
3579,476,fruit
3580,476,checkout
3581,477,dairy
3582,477,dairy
3583,477,drinks
3584,477,drinks
3585,477,checkout
3586,478,fruit
3587,478,fruit
3588,478,checkout
3589,479,fruit
3590,479,checkout
3591,480,fruit
3592,480,fruit
3593,480,fruit
3594,480,fruit
3595,480,fruit
3596,480,fruit
3597,480,fruit
3598,480,fruit
3599,480,dairy
3600,480,dairy
3601,480,dairy
3602,480,fruit
3603,480,fruit
3604,480,fruit
3605,480,dairy
3606,480,dairy
3607,480,drinks
3608,480,drinks
3609,480,fruit
3610,480,dairy
3611,480,dairy
3612,480,dairy
3613,480,dairy
3614,480,checkout
3615,481,fruit
3616,481,fruit
3617,481,fruit
3618,481,checkout
3619,482,fruit
3620,482,fruit
3621,482,fruit
3622,482,fruit
3623,482,fruit
3624,482,fruit
3625,482,dairy
3626,482,checkout
3627,483,spices
3628,483,spices
3629,483,checkout
3630,484,spices
3631,484,spices
3632,484,dairy
3633,484,dairy
3634,484,spices
3635,484,checkout
3636,485,fruit
3637,485,checkout
3638,486,spices
3639,486,spices
3640,486,dairy
3641,486,dairy
3642,486,drinks
3643,486,checkout
3644,487,spices
3645,487,spices
3646,487,checkout
3647,488,drinks
3648,488,checkout
3649,489,spices
3650,489,spices
3651,489,drinks
3652,489,drinks
3653,489,drinks
3654,489,fruit
3655,489,spices
3656,489,fruit
3657,489,fruit
3658,489,fruit
3659,489,checkout
3660,490,fruit
3661,490,fruit
3662,490,checkout
3663,491,dairy
3664,491,dairy
3665,491,dairy
3666,491,dairy
3667,491,dairy
3668,491,dairy
3669,491,spices
3670,491,dairy
3671,491,dairy
3672,491,dairy
3673,491,dairy
3674,491,dairy
3675,491,dairy
3676,491,dairy
3677,491,dairy
3678,491,dairy
3679,491,fruit
3680,491,fruit
3681,491,fruit
3682,491,checkout
3683,492,fruit
3684,492,fruit
3685,492,fruit
3686,492,dairy
3687,492,dairy
3688,492,dairy
3689,492,dairy
3690,492,dairy
3691,492,dairy
3692,492,dairy
3693,492,dairy
3694,492,dairy
3695,492,drinks
3696,492,drinks
3697,492,spices
3698,492,spices
3699,492,spices
3700,492,fruit
3701,492,fruit
3702,492,fruit
3703,492,fruit
3704,492,dairy
3705,492,dairy
3706,492,dairy
3707,492,dairy
3708,492,checkout
3709,493,spices
3710,493,dairy
3711,493,dairy
3712,493,dairy
3713,493,spices
3714,493,checkout
3715,494,drinks
3716,494,checkout
3717,495,dairy
3718,495,dairy
3719,495,dairy
3720,495,dairy
3721,495,dairy
3722,495,dairy
3723,495,dairy
3724,495,dairy
3725,495,dairy
3726,495,spices
3727,495,spices
3728,495,drinks
3729,495,checkout
3730,496,dairy
3731,496,dairy
3732,496,dairy
3733,496,dairy
3734,496,dairy
3735,496,dairy
3736,496,dairy
3737,496,dairy
3738,496,dairy
3739,496,dairy
3740,496,dairy
3741,496,checkout
3742,497,fruit
3743,497,fruit
3744,497,fruit
3745,497,fruit
3746,497,fruit
3747,497,fruit
3748,497,fruit
3749,497,fruit
3750,497,fruit
3751,497,fruit
3752,497,spices
3753,497,spices
3754,497,spices
3755,497,spices
3756,497,checkout
3757,498,dairy
3758,498,dairy
3759,498,dairy
3760,498,dairy
3761,498,dairy
3762,498,dairy
3763,498,dairy
3764,498,dairy
3765,498,dairy
3766,498,spices
3767,498,checkout
3768,499,spices
3769,499,dairy
3770,499,dairy
3771,499,drinks
3772,499,checkout
3773,500,fruit
3774,500,fruit
3775,500,fruit
3776,500,checkout
3777,501,fruit
3778,501,fruit
3779,501,fruit
3780,501,fruit
3781,501,checkout
3782,502,dairy
3783,502,dairy
3784,502,dairy
3785,502,dairy
3786,502,dairy
3787,502,dairy
3788,502,dairy
3789,502,drinks
3790,502,checkout
3791,503,dairy
3792,503,dairy
3793,503,dairy
3794,503,dairy
3795,503,dairy
3796,503,dairy
3797,503,dairy
3798,503,dairy
3799,503,dairy
3800,503,dairy
3801,503,dairy
3802,503,dairy
3803,503,dairy
3804,503,dairy
3805,503,dairy
3806,503,dairy
3807,503,dairy
3808,503,dairy
3809,503,fruit
3810,503,fruit
3811,503,checkout
3812,504,fruit
3813,504,fruit
3814,504,checkout
3815,505,spices
3816,505,spices
3817,505,checkout
3818,506,dairy
3819,506,drinks
3820,506,spices
3821,506,spices
3822,506,drinks
3823,506,fruit
3824,506,fruit
3825,506,dairy
3826,506,dairy
3827,506,dairy
3828,506,dairy
3829,506,spices
3830,506,spices
3831,506,dairy
3832,506,dairy
3833,506,dairy
3834,506,fruit
3835,506,fruit
3836,506,fruit
3837,506,spices
3838,506,dairy
3839,506,checkout
3840,507,drinks
3841,507,drinks
3842,507,drinks
3843,507,drinks
3844,507,drinks
3845,507,drinks
3846,507,drinks
3847,507,drinks
3848,507,fruit
3849,507,fruit
3850,507,spices
3851,507,spices
3852,507,drinks
3853,507,drinks
3854,507,checkout
3855,508,dairy
3856,508,dairy
3857,508,dairy
3858,508,dairy
3859,508,dairy
3860,508,dairy
3861,508,checkout
3862,509,spices
3863,509,spices
3864,509,spices
3865,509,drinks
3866,509,spices
3867,509,spices
3868,509,dairy
3869,509,dairy
3870,509,dairy
3871,509,dairy
3872,509,dairy
3873,509,dairy
3874,509,dairy
3875,509,dairy
3876,509,dairy
3877,509,dairy
3878,509,dairy
3879,509,fruit
3880,509,checkout
3881,510,dairy
3882,510,dairy
3883,510,dairy
3884,510,dairy
3885,510,checkout
3886,511,fruit
3887,511,fruit
3888,511,fruit
3889,511,fruit
3890,511,checkout
3891,512,fruit
3892,512,spices
3893,512,dairy
3894,512,dairy
3895,512,dairy
3896,512,dairy
3897,512,dairy
3898,512,dairy
3899,512,dairy
3900,512,dairy
3901,512,dairy
3902,512,checkout
3903,513,spices
3904,513,dairy
3905,513,dairy
3906,513,dairy
3907,513,dairy
3908,513,checkout
3909,514,drinks
3910,514,drinks
3911,514,drinks
3912,514,drinks
3913,514,spices
3914,514,spices
3915,514,drinks
3916,514,fruit
3917,514,fruit
3918,514,checkout
3919,515,fruit
3920,515,checkout
3921,516,fruit
3922,516,checkout
3923,517,dairy
3924,517,dairy
3925,517,dairy
3926,517,fruit
3927,517,checkout
3928,518,spices
3929,518,drinks
3930,518,drinks
3931,518,drinks
3932,518,drinks
3933,518,fruit
3934,518,fruit
3935,518,drinks
3936,518,checkout
3937,519,fruit
3938,519,checkout
3939,520,dairy
3940,520,checkout
3941,521,fruit
3942,521,fruit
3943,521,fruit
3944,521,fruit
3945,521,checkout
3946,522,fruit
3947,522,checkout
3948,523,dairy
3949,523,dairy
3950,523,dairy
3951,523,dairy
3952,523,dairy
3953,523,dairy
3954,523,checkout
3955,524,fruit
3956,524,fruit
3957,524,fruit
3958,524,drinks
3959,524,drinks
3960,524,drinks
3961,524,checkout
3962,525,drinks
3963,525,drinks
3964,525,drinks
3965,525,drinks
3966,525,checkout
3967,526,fruit
3968,526,fruit
3969,526,dairy
3970,526,drinks
3971,526,spices
3972,526,fruit
3973,526,fruit
3974,526,spices
3975,526,drinks
3976,526,drinks
3977,526,spices
3978,526,dairy
3979,526,dairy
3980,526,fruit
3981,526,fruit
3982,526,spices
3983,526,spices
3984,526,spices
3985,526,fruit
3986,526,drinks
3987,526,fruit
3988,526,spices
3989,526,spices
3990,526,spices
3991,526,spices
3992,526,fruit
3993,526,fruit
3994,526,fruit
3995,526,fruit
3996,526,fruit
3997,526,fruit
3998,526,fruit
3999,526,dairy
4000,526,dairy
4001,526,dairy
4002,526,dairy
4003,526,dairy
4004,526,checkout
4005,527,fruit
4006,527,dairy
4007,527,dairy
4008,527,dairy
4009,527,dairy
4010,527,dairy
4011,527,dairy
4012,527,drinks
4013,527,fruit
4014,527,checkout
4015,528,drinks
4016,528,drinks
4017,528,drinks
4018,528,drinks
4019,528,checkout
4020,529,fruit
4021,529,fruit
4022,529,fruit
4023,529,fruit
4024,529,fruit
4025,529,fruit
4026,529,checkout
4027,530,fruit
4028,530,fruit
4029,530,fruit
4030,530,fruit
4031,530,fruit
4032,530,fruit
4033,530,fruit
4034,530,fruit
4035,530,fruit
4036,530,fruit
4037,530,fruit
4038,530,fruit
4039,530,fruit
4040,530,fruit
4041,530,fruit
4042,530,fruit
4043,530,fruit
4044,530,fruit
4045,530,fruit
4046,530,spices
4047,530,drinks
4048,530,checkout
4049,531,spices
4050,531,spices
4051,531,fruit
4052,531,fruit
4053,531,fruit
4054,531,fruit
4055,531,fruit
4056,531,dairy
4057,531,dairy
4058,531,dairy
4059,531,dairy
4060,531,dairy
4061,531,dairy
4062,531,dairy
4063,531,dairy
4064,531,dairy
4065,531,fruit
4066,531,fruit
4067,531,fruit
4068,531,checkout
4069,532,dairy
4070,532,dairy
4071,532,dairy
4072,532,dairy
4073,532,dairy
4074,532,checkout
4075,533,dairy
4076,533,dairy
4077,533,dairy
4078,533,dairy
4079,533,dairy
4080,533,dairy
4081,533,dairy
4082,533,spices
4083,533,checkout
4084,534,fruit
4085,534,fruit
4086,534,fruit
4087,534,fruit
4088,534,fruit
4089,534,fruit
4090,534,fruit
4091,534,fruit
4092,534,dairy
4093,534,dairy
4094,534,fruit
4095,534,fruit
4096,534,spices
4097,534,drinks
4098,534,checkout
4099,535,spices
4100,535,dairy
4101,535,dairy
4102,535,dairy
4103,535,dairy
4104,535,dairy
4105,535,dairy
4106,535,dairy
4107,535,dairy
4108,535,dairy
4109,535,dairy
4110,535,dairy
4111,535,dairy
4112,535,dairy
4113,535,dairy
4114,535,dairy
4115,535,dairy
4116,535,spices
4117,535,dairy
4118,535,dairy
4119,535,spices
4120,535,drinks
4121,535,checkout
4122,536,fruit
4123,536,spices
4124,536,spices
4125,536,dairy
4126,536,dairy
4127,536,dairy
4128,536,dairy
4129,536,dairy
4130,536,dairy
4131,536,dairy
4132,536,fruit
4133,536,fruit
4134,536,fruit
4135,536,fruit
4136,536,fruit
4137,536,drinks
4138,536,drinks
4139,536,checkout
4140,537,dairy
4141,537,drinks
4142,537,drinks
4143,537,drinks
4144,537,drinks
4145,537,drinks
4146,537,drinks
4147,537,checkout
4148,538,spices
4149,538,fruit
4150,538,fruit
4151,538,fruit
4152,538,fruit
4153,538,spices
4154,538,dairy
4155,538,dairy
4156,538,drinks
4157,538,drinks
4158,538,drinks
4159,538,drinks
4160,538,drinks
4161,538,spices
4162,538,spices
4163,538,spices
4164,538,checkout
4165,539,drinks
4166,539,drinks
4167,539,drinks
4168,539,fruit
4169,539,fruit
4170,539,fruit
4171,539,fruit
4172,539,fruit
4173,539,fruit
4174,539,fruit
4175,539,fruit
4176,539,fruit
4177,539,fruit
4178,539,checkout
4179,540,dairy
4180,540,checkout
4181,541,spices
4182,541,drinks
4183,541,drinks
4184,541,drinks
4185,541,checkout
4186,542,fruit
4187,542,fruit
4188,542,checkout
4189,543,fruit
4190,543,fruit
4191,543,checkout
4192,544,dairy
4193,544,dairy
4194,544,dairy
4195,544,spices
4196,544,dairy
4197,544,spices
4198,544,dairy
4199,544,dairy
4200,544,dairy
4201,544,dairy
4202,544,dairy
4203,544,fruit
4204,544,fruit
4205,544,checkout
4206,545,dairy
4207,545,fruit
4208,545,fruit
4209,545,fruit
4210,545,fruit
4211,545,fruit
4212,545,fruit
4213,545,fruit
4214,545,fruit
4215,545,fruit
4216,545,fruit
4217,545,dairy
4218,545,spices
4219,545,spices
4220,545,fruit
4221,545,checkout
4222,546,fruit
4223,546,fruit
4224,546,checkout
4225,547,spices
4226,547,checkout
4227,548,dairy
4228,548,dairy
4229,548,dairy
4230,548,fruit
4231,548,fruit
4232,548,drinks
4233,548,drinks
4234,548,fruit
4235,548,fruit
4236,548,checkout
4237,549,spices
4238,549,dairy
4239,549,dairy
4240,549,dairy
4241,549,dairy
4242,549,dairy
4243,549,dairy
4244,549,dairy
4245,549,dairy
4246,549,checkout
4247,550,fruit
4248,550,checkout
4249,551,spices
4250,551,spices
4251,551,checkout
4252,552,fruit
4253,552,drinks
4254,552,drinks
4255,552,checkout
4256,553,spices
4257,553,drinks
4258,553,checkout
4259,554,fruit
4260,554,fruit
4261,554,fruit
4262,554,fruit
4263,554,fruit
4264,554,fruit
4265,554,drinks
4266,554,drinks
4267,554,checkout
4268,555,fruit
4269,555,fruit
4270,555,checkout
4271,556,dairy
4272,556,dairy
4273,556,dairy
4274,556,dairy
4275,556,dairy
4276,556,dairy
4277,556,checkout
4278,557,drinks
4279,557,spices
4280,557,dairy
4281,557,dairy
4282,557,dairy
4283,557,checkout
4284,558,spices
4285,558,spices
4286,558,dairy
4287,558,dairy
4288,558,dairy
4289,558,spices
4290,558,dairy
4291,558,dairy
4292,558,dairy
4293,558,dairy
4294,558,dairy
4295,558,dairy
4296,558,dairy
4297,558,dairy
4298,558,dairy
4299,558,dairy
4300,558,dairy
4301,558,dairy
4302,558,dairy
4303,558,dairy
4304,558,dairy
4305,558,spices
4306,558,dairy
4307,558,dairy
4308,558,dairy
4309,558,dairy
4310,558,dairy
4311,558,dairy
4312,558,dairy
4313,558,dairy
4314,558,dairy
4315,558,drinks
4316,558,checkout
4317,559,spices
4318,559,spices
4319,559,spices
4320,559,checkout
4321,560,spices
4322,560,dairy
4323,560,dairy
4324,560,checkout
4325,561,drinks
4326,561,drinks
4327,561,drinks
4328,561,drinks
4329,561,drinks
4330,561,drinks
4331,561,drinks
4332,561,checkout
4333,562,dairy
4334,562,dairy
4335,562,dairy
4336,562,dairy
4337,562,fruit
4338,562,fruit
4339,562,fruit
4340,562,fruit
4341,562,checkout
4342,563,fruit
4343,563,fruit
4344,563,checkout
4345,564,fruit
4346,564,fruit
4347,564,spices
4348,564,dairy
4349,564,fruit
4350,564,fruit
4351,564,dairy
4352,564,dairy
4353,564,dairy
4354,564,dairy
4355,564,dairy
4356,564,dairy
4357,564,dairy
4358,564,dairy
4359,564,dairy
4360,564,dairy
4361,564,dairy
4362,564,dairy
4363,564,dairy
4364,564,dairy
4365,564,dairy
4366,564,dairy
4367,564,drinks
4368,564,drinks
4369,564,drinks
4370,564,drinks
4371,564,fruit
4372,564,fruit
4373,564,fruit
4374,564,fruit
4375,564,spices
4376,564,spices
4377,564,spices
4378,564,spices
4379,564,dairy
4380,564,dairy
4381,564,dairy
4382,564,dairy
4383,564,dairy
4384,564,dairy
4385,564,checkout
4386,565,spices
4387,565,dairy
4388,565,fruit
4389,565,dairy
4390,565,dairy
4391,565,dairy
4392,565,dairy
4393,565,dairy
4394,565,dairy
4395,565,dairy
4396,565,dairy
4397,565,dairy
4398,565,dairy
4399,565,dairy
4400,565,fruit
4401,565,checkout
4402,566,dairy
4403,566,checkout
4404,567,fruit
4405,567,spices
4406,567,dairy
4407,567,dairy
4408,567,dairy
4409,567,dairy
4410,567,dairy
4411,567,dairy
4412,567,checkout
4413,568,dairy
4414,568,dairy
4415,568,spices
4416,568,dairy
4417,568,spices
4418,568,checkout
4419,569,fruit
4420,569,fruit
4421,569,checkout
4422,570,fruit
4423,570,fruit
4424,570,fruit
4425,570,dairy
4426,570,dairy
4427,570,dairy
4428,570,checkout
4429,571,dairy
4430,571,dairy
4431,571,fruit
4432,571,fruit
4433,571,checkout
4434,572,spices
4435,572,fruit
4436,572,fruit
4437,572,fruit
4438,572,spices
4439,572,fruit
4440,572,fruit
4441,572,checkout
4442,573,drinks
4443,573,drinks
4444,573,drinks
4445,573,drinks
4446,573,drinks
4447,573,checkout
4448,574,fruit
4449,574,fruit
4450,574,checkout
4451,575,dairy
4452,575,dairy
4453,575,drinks
4454,575,spices
4455,575,dairy
4456,575,dairy
4457,575,dairy
4458,575,dairy
4459,575,dairy
4460,575,dairy
4461,575,dairy
4462,575,dairy
4463,575,dairy
4464,575,dairy
4465,575,checkout
4466,576,spices
4467,576,dairy
4468,576,dairy
4469,576,dairy
4470,576,checkout
4471,577,fruit
4472,577,fruit
4473,577,fruit
4474,577,checkout
4475,578,spices
4476,578,checkout
4477,579,fruit
4478,579,fruit
4479,579,dairy
4480,579,dairy
4481,579,dairy
4482,579,dairy
4483,579,dairy
4484,579,dairy
4485,579,dairy
4486,579,dairy
4487,579,dairy
4488,579,fruit
4489,579,fruit
4490,579,fruit
4491,579,fruit
4492,579,fruit
4493,579,fruit
4494,579,fruit
4495,579,drinks
4496,579,spices
4497,579,spices
4498,579,drinks
4499,579,checkout
4500,580,fruit
4501,580,fruit
4502,580,fruit
4503,580,checkout
4504,581,drinks
4505,581,drinks
4506,581,drinks
4507,581,fruit
4508,581,fruit
4509,581,checkout
4510,582,fruit
4511,582,fruit
4512,582,dairy
4513,582,dairy
4514,582,dairy
4515,582,dairy
4516,582,checkout
4517,583,spices
4518,583,checkout
4519,584,fruit
4520,584,fruit
4521,584,fruit
4522,584,checkout
4523,585,dairy
4524,585,dairy
4525,585,spices
4526,585,spices
4527,585,spices
4528,585,dairy
4529,585,dairy
4530,585,dairy
4531,585,dairy
4532,585,dairy
4533,585,spices
4534,585,dairy
4535,585,dairy
4536,585,dairy
4537,585,dairy
4538,585,dairy
4539,585,dairy
4540,585,dairy
4541,585,dairy
4542,585,dairy
4543,585,dairy
4544,585,dairy
4545,585,drinks
4546,585,checkout
4547,586,dairy
4548,586,spices
4549,586,spices
4550,586,dairy
4551,586,fruit
4552,586,drinks
4553,586,fruit
4554,586,fruit
4555,586,spices
4556,586,fruit
4557,586,fruit
4558,586,fruit
4559,586,spices
4560,586,spices
4561,586,spices
4562,586,spices
4563,586,fruit
4564,586,checkout
4565,587,fruit
4566,587,dairy
4567,587,checkout
4568,588,drinks
4569,588,drinks
4570,588,fruit
4571,588,drinks
4572,588,checkout
4573,589,drinks
4574,589,drinks
4575,589,drinks
4576,589,fruit
4577,589,checkout
4578,590,drinks
4579,590,checkout
4580,591,drinks
4581,591,drinks
4582,591,drinks
4583,591,drinks
4584,591,drinks
4585,591,drinks
4586,591,drinks
4587,591,fruit
4588,591,fruit
4589,591,spices
4590,591,spices
4591,591,spices
4592,591,dairy
4593,591,checkout
4594,592,spices
4595,592,drinks
4596,592,drinks
4597,592,checkout
4598,593,dairy
4599,593,spices
4600,593,spices
4601,593,dairy
4602,593,dairy
4603,593,dairy
4604,593,dairy
4605,593,dairy
4606,593,spices
4607,593,spices
4608,593,spices
4609,593,fruit
4610,593,fruit
4611,593,fruit
4612,593,checkout
4613,594,fruit
4614,594,fruit
4615,594,fruit
4616,594,checkout
4617,595,fruit
4618,595,fruit
4619,595,fruit
4620,595,checkout
4621,596,fruit
4622,596,fruit
4623,596,fruit
4624,596,drinks
4625,596,drinks
4626,596,checkout
4627,597,fruit
4628,597,fruit
4629,597,dairy
4630,597,dairy
4631,597,dairy
4632,597,dairy
4633,597,dairy
4634,597,dairy
4635,597,dairy
4636,597,dairy
4637,597,checkout
4638,598,fruit
4639,598,dairy
4640,598,spices
4641,598,checkout
4642,599,drinks
4643,599,drinks
4644,599,fruit
4645,599,fruit
4646,599,fruit
4647,599,drinks
4648,599,drinks
4649,599,fruit
4650,599,fruit
4651,599,fruit
4652,599,checkout
4653,600,spices
4654,600,spices
4655,600,checkout
4656,601,spices
4657,601,drinks
4658,601,drinks
4659,601,checkout
4660,602,fruit
4661,602,fruit
4662,602,spices
4663,602,spices
4664,602,spices
4665,602,spices
4666,602,drinks
4667,602,drinks
4668,602,drinks
4669,602,spices
4670,602,spices
4671,602,spices
4672,602,checkout
4673,603,dairy
4674,603,dairy
4675,603,dairy
4676,603,checkout
4677,604,dairy
4678,604,dairy
4679,604,dairy
4680,604,fruit
4681,604,fruit
4682,604,checkout
4683,605,spices
4684,605,dairy
4685,605,fruit
4686,605,fruit
4687,605,fruit
4688,605,fruit
4689,605,checkout
4690,606,fruit
4691,606,checkout
4692,607,drinks
4693,607,drinks
4694,607,drinks
4695,607,checkout
4696,608,drinks
4697,608,drinks
4698,608,checkout
4699,609,fruit
4700,609,checkout
4701,610,spices
4702,610,fruit
4703,610,checkout
4704,611,dairy
4705,611,dairy
4706,611,dairy
4707,611,dairy
4708,611,dairy
4709,611,dairy
4710,611,checkout
4711,612,fruit
4712,612,fruit
4713,612,fruit
4714,612,fruit
4715,612,fruit
4716,612,fruit
4717,612,checkout
4718,613,fruit
4719,613,fruit
4720,613,fruit
4721,613,dairy
4722,613,dairy
4723,613,dairy
4724,613,dairy
4725,613,checkout
4726,614,spices
4727,614,spices
4728,614,checkout
4729,615,fruit
4730,615,fruit
4731,615,checkout
4732,616,spices
4733,616,drinks
4734,616,drinks
4735,616,checkout
4736,617,dairy
4737,617,checkout
4738,618,fruit
4739,618,dairy
4740,618,dairy
4741,618,dairy
4742,618,dairy
4743,618,checkout
4744,619,fruit
4745,619,fruit
4746,619,checkout
4747,620,spices
4748,620,spices
4749,620,dairy
4750,620,dairy
4751,620,dairy
4752,620,spices
4753,620,fruit
4754,620,fruit
4755,620,dairy
4756,620,dairy
4757,620,dairy
4758,620,dairy
4759,620,dairy
4760,620,dairy
4761,620,dairy
4762,620,checkout
4763,621,fruit
4764,621,checkout
4765,622,fruit
4766,622,fruit
4767,622,checkout
4768,623,dairy
4769,623,dairy
4770,623,dairy
4771,623,dairy
4772,623,dairy
4773,623,fruit
4774,623,spices
4775,623,checkout
4776,624,drinks
4777,624,drinks
4778,624,drinks
4779,624,drinks
4780,624,drinks
4781,624,drinks
4782,624,drinks
4783,624,drinks
4784,624,checkout
4785,625,spices
4786,625,checkout
4787,626,spices
4788,626,checkout
4789,627,fruit
4790,627,checkout
4791,628,dairy
4792,628,spices
4793,628,spices
4794,628,spices
4795,628,spices
4796,628,spices
4797,628,spices
4798,628,dairy
4799,628,dairy
4800,628,fruit
4801,628,checkout
4802,629,fruit
4803,629,checkout
4804,630,dairy
4805,630,dairy
4806,630,dairy
4807,630,fruit
4808,630,fruit
4809,630,checkout
4810,631,spices
4811,631,dairy
4812,631,fruit
4813,631,fruit
4814,631,dairy
4815,631,dairy
4816,631,dairy
4817,631,dairy
4818,631,dairy
4819,631,dairy
4820,631,dairy
4821,631,dairy
4822,631,dairy
4823,631,dairy
4824,631,dairy
4825,631,dairy
4826,631,dairy
4827,631,dairy
4828,631,dairy
4829,631,dairy
4830,631,checkout
4831,632,drinks
4832,632,checkout
4833,633,fruit
4834,633,fruit
4835,633,fruit
4836,633,drinks
